$Csv,:,,02_97_DD_1X,Lam,Son,JOC,,,

Depth,DTCO3,DTSH5,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
M,us/ft,.,GAPI,.,in,.,g/cm3,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,v/v
1171.4988,107.5853,225.2649,127.3549,221.7537,13.0071,0.8606,2.105,0.3418,0.3977,0.4623,0.5323,0.6426,0.8574,0.2092,0.3727
1171.6512,107.6199,226.0476,124.9807,221.7313,12.9926,0.8615,2.1009,0.3512,0.4099,0.476,0.5463,0.6579,0.8739,0.1996,0.3762
1171.8036,107.7426,226.9071,122.7224,221.7089,12.9053,0.8625,2.1044,0.3556,0.4152,0.4806,0.5492,0.6598,0.8699,0.2029,0.3716
1171.956,108.082,228.6318,124.8121,221.6866,12.8491,0.8634,2.1088,0.3419,0.4049,0.4686,0.5337,0.6395,0.8389,0.1951,0.3594
1172.1084,108.1057,229.4363,121.5249,221.6644,12.7287,0.8644,2.1194,0.3423,0.408,0.4728,0.5363,0.6384,0.8334,0.2005,0.3377
1172.2608,108.1057,229.2487,119.7662,221.6422,12.6302,0.8653,2.1204,0.3438,0.4094,0.4741,0.5353,0.631,0.821,0.2063,0.3416
1172.4132,108.0652,228.3721,122.8794,221.62,12.5883,0.8662,2.1113,0.3342,0.4044,0.4762,0.5398,0.634,0.834,0.2276,0.3311
1172.5656,108.1124,227.539,126.3915,221.5979,12.4788,0.8672,2.0988,0.3249,0.3946,0.4665,0.5311,0.621,0.8156,0.2281,0.324
1172.718,108.1825,227.1104,125.3234,221.5759,12.4192,0.8681,2.0898,0.3049,0.3677,0.4311,0.4899,0.5602,0.7312,0.2132,0.3201
1172.8704,107.9616,226.7367,121.5414,221.5539,12.5261,0.8691,2.0919,0.3079,0.3683,0.4318,0.489,0.5542,0.7207,0.1928,0.33
1173.0228,107.7628,226.1071,115.5346,221.5319,12.7642,0.87,2.0953,0.3063,0.3649,0.4272,0.4827,0.5434,0.7039,0.1914,0.3437
1173.1752,108.0478,224.7716,113.1914,221.51,12.807,0.8709,2.0975,0.313,0.3739,0.4361,0.4916,0.5521,0.7123,0.1952,0.3604
1173.3276,105.8023,224.1962,112.3309,221.4881,12.7473,0.8719,2.1052,0.3313,0.3983,0.458,0.5134,0.5754,0.7357,0.1992,0.3652
1173.48,105.5832,223.8379,115.601,221.4663,12.8684,0.8728,2.1111,0.3236,0.3886,0.4472,0.498,0.5574,0.711,0.1966,0.3449
1173.6324,104.9552,222.3656,119.3012,221.4445,12.8637,0.8738,2.1183,0.3269,0.3928,0.4535,0.5041,0.5635,0.7199,0.1905,0.3283
1173.7848,104.7372,221.7984,122.1958,221.4228,12.9845,0.8747,2.1196,0.337,0.4008,0.4613,0.5122,0.5723,0.7298,0.193,0.325
1173.9372,104.4884,220.5132,122.1758,221.4012,12.8788,0.8757,2.1208,0.3274,0.3861,0.4489,0.5036,0.5727,0.7362,0.1941,0.3316
1174.0896,104.2262,218.1479,120.0772,221.3795,12.7616,0.8766,2.1267,0.3307,0.3883,0.45,0.5048,0.566,0.726,0.2018,0.3262
1174.242,103.8902,219.2316,119.6198,221.358,12.8113,0.8775,2.1387,0.3357,0.393,0.455,0.5107,0.5702,0.7327,0.2097,0.3549
1174.3944,103.8902,217.1679,121.3037,221.3364,12.8379,0.8785,2.1595,0.3427,0.3992,0.4645,0.5245,0.591,0.7636,0.2141,0.3469
1174.5468,103.7456,217.3808,123.3509,221.3149,12.772,0.8794,2.1668,0.3384,0.3982,0.4625,0.5239,0.5942,0.7707,0.2285,0.3349
1174.6992,103.8213,220.1888,126.4516,221.2935,12.7423,0.8804,2.1696,0.3494,0.4113,0.4792,0.5423,0.6206,0.8072,0.2431,0.294
1174.8516,105.4154,223.3131,127.3933,221.2721,12.5725,0.8813,2.137,0.3598,0.4191,0.4864,0.5501,0.63,0.8166,0.2525,0.2927
1175.004,105.9872,228.3934,128.8237,221.2507,12.5389,0.8823,2.1181,0.3752,0.4356,0.5042,0.5709,0.6543,0.8454,0.2662,0.293
1175.1564,106.7501,231.7079,126.3056,221.2294,12.5527,0.8832,2.1088,0.3482,0.4042,0.4645,0.5256,0.6013,0.7731,0.2379,0.304
1175.3088,107.4812,234.3487,123.3315,221.2081,12.6361,0.8841,2.1246,0.3242,0.3754,0.4304,0.4872,0.5561,0.7118,0.2254,0.3264
1175.4612,108.0949,233.3515,124.5839,221.1869,13.0276,0.8851,2.1291,0.3295,0.3788,0.4335,0.4898,0.5539,0.7061,0.2086,0.3594
1175.6136,109.8392,238.9468,128.4273,221.1658,13.2874,0.886,2.1151,0.3351,0.39,0.4471,0.5049,0.5697,0.7288,0.2077,0.382
1175.766,110.4217,248.7119,129.9601,221.1446,13.2992,0.887,2.1059,0.3314,0.3877,0.4439,0.503,0.5686,0.7298,0.1969,0.3885
1175.9184,120.6088,246.8753,130.0802,221.1236,13.236,0.8879,2.1006,0.3275,0.3849,0.4388,0.4979,0.562,0.7221,0.1803,0.3833
1176.0708,116.8217,258.5243,128.6649,221.1025,13.0933,0.8889,2.0986,0.3233,0.3835,0.4395,0.4978,0.5584,0.7176,0.1841,0.3689
1176.2232,119.1658,259.4748,127.1282,221.0815,13.0433,0.8898,2.096,0.3193,0.3766,0.4375,0.4961,0.5567,0.7215,0.1803,0.3697
1176.3756,116.6055,253.7496,125.9114,221.0606,13.0088,0.8907,2.0882,0.3154,0.3748,0.4413,0.5006,0.5539,0.7213,0.1896,0.381
1176.528,114.1396,259.7354,127.1529,221.0397,12.8861,0.8917,2.0845,0.3103,0.3722,0.4376,0.5008,0.5505,0.7206,0.1827,0.3791
1176.6804,114.2073,257.1321,126.9602,221.0188,12.909,0.8926,2.0871,0.309,0.372,0.4396,0.5059,0.559,0.7332,0.1868,0.3442
1176.8328,113.1891,258.5007,130.4409,220.998,12.8115,0.8936,2.0823,0.2959,0.3586,0.4225,0.483,0.5181,0.6768,0.1814,0.3109
1176.9852,111.8075,258.1936,129.7202,220.9772,12.7289,0.8945,2.079,0.3047,0.3702,0.439,0.4979,0.5323,0.6964,0.2072,0.3129
1177.1376,108.7459,252.8161,130.5127,220.9565,12.7385,0.8955,2.0845,0.3167,0.3842,0.4577,0.5152,0.5523,0.7212,0.2131,0.3269
1177.29,107.8068,246.473,127.6478,220.9358,12.797,0.8964,2.1153,0.3142,0.382,0.4551,0.5062,0.5492,0.7107,0.2109,0.3424
1177.4424,106.8201,235.3891,124.6537,220.9152,12.8955,0.8973,2.1484,0.3146,0.3852,0.452,0.496,0.5358,0.6859,0.2011,0.3567
1177.5948,106.8712,229.2277,120.7516,220.8946,12.9264,0.8983,2.1551,0.3367,0.4126,0.4762,0.5211,0.5711,0.723,0.2225,0.3744
1177.7472,105.619,222.2153,115.5917,220.874,12.7099,0.8992,2.1379,0.3703,0.44,0.4967,0.5421,0.593,0.7362,0.253,0.3717
1177.8996,105.3101,217.7997,123.1349,220.8535,12.5047,0.9002,2.1217,0.378,0.4419,0.4961,0.5415,0.5926,0.7231,0.2627,0.3542
1178.052,105.3101,216.181,130.6199,220.833,12.4879,0.9011,2.1227,0.3523,0.3985,0.4397,0.4749,0.505,0.6081,0.2662,0.3399
1178.2044,102.6422,212.2792,133.81,220.8126,12.4712,0.9021,2.1551,0.3409,0.3825,0.4295,0.4659,0.4943,0.6035,0.2955,0.3445
1178.3568,101.149,210.3454,129.6237,220.7922,12.4337,0.903,2.2055,0.3986,0.4526,0.5161,0.5661,0.6013,0.7513,0.3361,0.3317
1178.5092,100.2663,205.566,126.4116,220.7719,12.3774,0.904,2.2636,0.477,0.5381,0.619,0.6829,0.7313,0.9205,0.4379,0.3213
1178.6616,100.3599,203.2685,130.6817,220.7516,12.1558,0.9049,2.3001,0.6647,0.7524,0.874,0.9704,1.0346,1.3252,0.5095,0.2969
1178.814,100.2188,202.3089,130.5374,220.7314,12.1132,0.9059,2.3099,0.8155,0.92,1.0693,1.1952,1.2744,1.6438,0.5018,0.2861
1178.9664,100.5251,203.3794,131.2508,220.7111,12.1269,0.9068,2.2893,0.688,0.7505,0.8567,0.9548,1.0147,1.2656,0.4566,0.2813
1179.1188,100.9191,207.9787,125.6493,220.691,12.1927,0.9077,2.2538,0.7024,0.7721,0.8743,0.9695,1.0165,1.2512,0.3903,0.2876
1179.2712,100.733,206.3594,121.8223,220.6708,12.2026,0.9087,2.2119,0.6474,0.7101,0.7876,0.8659,0.8972,1.0815,0.3567,0.2903
1179.4236,101.0038,205.8952,119.2674,220.6508,12.3166,0.9096,2.1841,0.5608,0.6194,0.6628,0.7178,0.7366,0.8669,0.3316,0.3116
1179.576,101.1918,208.4094,119.0206,220.6307,12.4376,0.9106,2.1841,0.565,0.6405,0.673,0.7203,0.7314,0.8554,0.3272,0.3367
1179.7284,102.0856,209.8779,118.2473,220.6107,12.4987,0.9115,2.188,0.5493,0.6349,0.6601,0.6932,0.7016,0.8131,0.3261,0.3585
1179.8808,102.0856,209.6154,119.9895,220.5907,12.7335,0.9125,2.211,0.5456,0.6421,0.6767,0.693,0.6983,0.8155,0.3129,0.3458
1180.0332,101.9303,208.6798,122.6352,220.5708,12.8445,0.9134,2.2416,0.5387,0.6383,0.6811,0.6848,0.6879,0.807,0.3359,0.3246
1180.1856,99.8852,205.2045,126.426,220.5509,12.949,0.9144,2.2856,0.586,0.6865,0.7438,0.7451,0.7476,0.8725,0.3706,0.3268
1180.338,99.0379,201.3683,127.4481,220.5311,12.9502,0.9153,2.305,0.6534,0.7556,0.8266,0.8321,0.8321,0.9659,0.4418,0.3137
1180.4904,96.8255,198.2624,123.6101,220.5113,12.8471,0.9163,2.2994,0.7323,0.8403,0.9105,0.9269,0.9431,1.085,0.4788,0.336
1180.6428,95.0087,191.4027,119.6651,220.4915,12.5886,0.9172,2.2918,0.7995,0.8853,0.9533,0.9808,0.9735,1.1038,0.4845,0.3302
1180.7952,93.1334,188.3318,120.1032,220.4718,12.471,0.9182,2.3059,0.8358,0.8929,0.9709,1.0072,1,1.1593,0.5551,0.3247
1180.9476,92.7772,184.8612,123.4382,220.4522,12.3369,0.9191,2.3385,0.8489,0.9192,1.0052,1.0586,1.0553,1.2419,0.5765,0.3142
1181.1,91.4492,185.0364,125.7523,220.4325,12.2245,0.9201,2.3835,0.8018,0.8439,0.9057,0.9581,0.9586,1.1072,0.7606,0.3053
1181.2524,91.4492,185.6523,127.1343,220.4129,12.1726,0.921,2.4241,1.0585,1.1829,1.2682,1.3726,1.3819,1.647,0.9106,0.2885
1181.4048,91.0347,185.7403,134.0292,220.3934,12.0436,0.9219,2.4431,1.4129,1.6447,1.8128,1.9827,2.0269,2.502,1.4709,0.2702
1181.5572,91.5233,187.1125,140.2472,220.3739,12.0522,0.9229,2.4317,1.4169,1.58,1.7209,1.869,1.9478,2.3716,1.4772,0.2665
1181.7096,92.3437,183.3124,143.5771,220.3544,12.0495,0.9238,2.4069,1.4113,1.5102,1.6378,1.758,1.8451,2.2154,1.0005,0.2732
1181.862,94.4228,183.3124,138.3245,220.335,12.0511,0.9248,2.3863,1.1539,1.1781,1.2529,1.3445,1.4246,1.6547,0.779,0.285
1182.0144,95.4976,183.7569,132.9329,220.3156,12.0788,0.9257,2.3619,0.9998,1.0062,1.0651,1.1359,1.2078,1.3741,0.6979,0.2995
1182.1668,98.4948,190.2274,129.0567,220.2962,12.102,0.9267,2.3038,0.9317,0.9903,1.0368,1.1188,1.2152,1.3989,0.6109,0.3143
1182.3192,99.4577,200.1392,127.259,220.2769,12.1017,0.9276,2.2123,0.8145,0.9098,0.9595,1.0388,1.1299,1.3207,0.4541,0.3296
1182.4716,103.0232,207.1411,128.0062,220.2576,12.1749,0.9286,2.1251,0.5297,0.5825,0.5953,0.6289,0.6639,0.7436,0.3509,0.3538
1182.624,103.9475,214.8364,130.9896,220.2384,12.4044,0.9295,2.0909,0.4816,0.5384,0.5585,0.5868,0.6177,0.7043,0.2795,0.3634
1182.7764,106.0696,214.1883,134.0629,220.2192,12.6041,0.9305,2.1058,0.4502,0.5159,0.5399,0.5658,0.5944,0.6897,0.2436,0.3692
1182.9288,108.7371,225.3757,138.3113,220.2,13.0456,0.9314,2.1335,0.429,0.5078,0.5407,0.5654,0.5871,0.6983,0.2179,0.3741
1183.0812,109.8204,234.544,139.8001,220.1809,13.3762,0.9324,2.1327,0.4272,0.5179,0.5533,0.5793,0.599,0.7211,0.2196,0.3791
1183.2336,110.8895,234.199,135.9109,220.1618,13.4373,0.9333,2.1268,0.4209,0.5124,0.5551,0.5857,0.6028,0.7341,0.2127,0.4075
1183.386,111.044,242.3506,136.2142,220.1428,13.4599,0.9343,2.1231,0.4193,0.5051,0.5546,0.5861,0.6003,0.7344,0.203,0.4275
1183.5384,111.0685,244.9954,134.9778,220.1238,13.4599,0.9352,2.1296,0.4099,0.4899,0.5509,0.5891,0.6069,0.7526,0.198,0.4285
1183.6908,110.8748,244.4367,134.9486,220.1048,13.4146,0.9362,2.1292,0.401,0.4797,0.548,0.595,0.6148,0.7735,0.2014,0.4054
1183.8432,110.7513,243.9638,134.234,220.0859,13.4075,0.9371,2.1278,0.3907,0.4628,0.5303,0.5877,0.6098,0.7736,0.2097,0.4004
1183.9956,110.7513,244.4702,132.497,220.067,13.486,0.9381,2.1298,0.3824,0.4556,0.525,0.5883,0.6152,0.7878,0.2128,0.3976
1184.148,110.0886,243.659,131.5249,220.0482,13.5731,0.939,2.1304,0.3735,0.4457,0.513,0.5766,0.6044,0.7763,0.2128,0.369
1184.3004,109.5803,243.6423,131.1555,220.0294,13.5726,0.94,2.1272,0.37,0.4416,0.5111,0.5756,0.6114,0.7892,0.2097,0.3401
1184.4528,109.3967,242.4358,133.2879,220.0106,13.6109,0.9409,2.1259,0.3633,0.4328,0.4994,0.5612,0.6077,0.7808,0.2051,0.3311
1184.6052,109.1714,242.4358,136.3841,219.9919,13.5279,0.9419,2.1287,0.3577,0.4248,0.4896,0.5495,0.598,0.7673,0.2064,0.3472
1184.7576,108.8805,242.4373,135.3814,219.9732,13.4829,0.9428,2.1317,0.363,0.4291,0.4924,0.5515,0.6055,0.7749,0.2128,0.3575
1184.91,108.8013,240.0664,136.5095,219.9545,13.4901,0.9438,2.1331,0.3703,0.4361,0.5014,0.5639,0.6327,0.8122,0.2203,0.359
1185.0624,109.6159,239.6131,137.3427,219.9359,13.5016,0.9447,2.1239,0.3737,0.4398,0.5062,0.5707,0.6441,0.8257,0.2109,0.3579
1185.2148,109.4578,239.3704,137.5665,219.9173,13.6042,0.9457,2.1118,0.3693,0.4328,0.4949,0.5559,0.6236,0.7994,0.2093,0.3626
1185.3672,109.511,238.6037,137.8437,219.8987,13.6068,0.9466,2.0968,0.3619,0.4238,0.488,0.5505,0.6173,0.7926,0.2034,0.3622
1185.5196,109.4851,238.679,137.8418,219.8802,13.4081,0.9476,2.0906,0.3615,0.4208,0.4858,0.5487,0.6121,0.7876,0.2141,0.3872
1185.672,109.8974,237.9212,135.6071,219.8618,13.2008,0.9485,2.096,0.3667,0.4271,0.4932,0.5583,0.6209,0.7996,0.2165,0.4088
1185.8244,109.6068,238.6953,131.9314,219.8433,13.0123,0.9495,2.1048,0.3662,0.4356,0.5052,0.5745,0.6369,0.8251,0.2091,0.4151
1185.9768,109.0844,239.744,127.4132,219.8249,12.6198,0.9504,2.1097,0.3486,0.4242,0.4948,0.5647,0.6227,0.8117,0.2146,0.4013
1186.1292,108.4752,239.442,126.904,219.8066,12.488,0.9514,2.1155,0.3397,0.4126,0.4845,0.5518,0.6024,0.7867,0.2313,0.37
1186.2816,115.5404,239.5927,126.4368,219.7882,12.4006,0.9523,2.1176,0.3337,0.4092,0.4855,0.5537,0.6037,0.7936,0.2683,0.3645
1186.434,115.6428,239.6839,125.7829,219.7699,12.3958,0.9533,2.1267,0.3314,0.4022,0.4796,0.5404,0.5877,0.768,0.2608,0.3836
1186.5864,104.8314,235.1216,125.1796,219.7517,12.3807,0.9542,2.1233,0.327,0.4016,0.4804,0.5377,0.5885,0.7654,0.2525,0.42
1186.7388,105.1848,237.1035,125.6682,219.7335,12.3505,0.9552,2.1207,0.3248,0.4003,0.4734,0.5192,0.5627,0.7222,0.2496,0.4097
1186.8912,106.3438,238.1496,128.0336,219.7153,12.3052,0.9561,2.12,0.3337,0.4115,0.4788,0.5206,0.5608,0.7084,0.27,0.4032
1187.0436,107.5105,241.0389,128.5239,219.6972,12.3339,0.9571,2.1226,0.3356,0.418,0.4763,0.5121,0.5471,0.6835,0.2835,0.3956
1187.196,109.2887,240.9512,132.0039,219.679,12.3653,0.958,2.1238,0.3398,0.4224,0.478,0.5124,0.5462,0.6804,0.2907,0.36
1187.3484,108.2274,240.4363,134.0579,219.661,12.3912,0.959,2.1197,0.3611,0.433,0.4877,0.5209,0.5508,0.6797,0.2834,0.3526
1187.5008,107.5434,240.2186,139.9519,219.6429,12.392,0.9599,2.1269,0.3764,0.4401,0.4998,0.537,0.5636,0.6958,0.2697,0.3538
1187.6532,106.4039,236.399,141.2203,219.6249,12.524,0.9609,2.1596,0.3746,0.4315,0.4943,0.5355,0.5593,0.6942,0.2737,0.3673
1187.8056,106.4039,232.801,136.5954,219.607,12.3522,0.9618,2.2221,0.39,0.4447,0.5064,0.5533,0.5736,0.7155,0.366,0.3701
1187.958,104.464,231.5354,125.023,219.5891,12.1207,0.9628,2.2736,0.6206,0.7228,0.8474,0.9467,0.9871,1.2803,0.535,0.3573
1188.1104,102.553,227.7185,118.5091,219.5712,12.2139,0.9637,2.3,0.8642,0.9185,1.0553,1.1795,1.2121,1.5419,0.6687,0.3302
1188.2628,101.9998,214.0225,117.6496,219.5533,12.3485,0.9647,2.293,0.8444,0.8813,1.0036,1.1248,1.1542,1.445,0.5472,0.2994
1188.4152,99.7508,210.2292,118.6221,219.5355,12.3753,0.9656,2.2875,0.8264,0.882,1.0058,1.1119,1.1185,1.389,0.5084,0.3047
1188.5676,102.205,195.7487,117.3056,219.5177,12.4193,0.9666,2.2639,0.8238,0.8969,1.0012,1.1014,1.1042,1.3521,0.5238,0.3234
1188.72,99.2112,188.4841,117.2993,219.4999,12.3789,0.9675,2.2404,0.8104,0.8992,0.9758,1.0554,1.0506,1.2561,0.5439,0.3358
1188.8724,99.2112,188.5928,112.3972,219.4822,12.3998,0.9685,2.2104,0.8238,0.9634,1.0419,1.1088,1.0941,1.3076,0.4769,0.3343
1189.0248,95.6736,183.8616,113.6402,219.4645,12.4562,0.9694,2.1872,0.6496,0.7438,0.7834,0.8143,0.7981,0.9221,0.3489,0.3395
1189.1772,94.3442,180.1087,115.267,219.4469,12.6023,0.9704,2.1851,0.5482,0.6263,0.6631,0.6784,0.6639,0.768,0.2835,0.3311
1189.3296,94.3442,178.1915,115.4917,219.4293,12.6222,0.9714,2.2067,0.5298,0.6044,0.6403,0.6486,0.6348,0.7368,0.2931,0.3235
1189.482,90.8541,173.4357,116.5365,219.4117,12.6118,0.9723,2.2529,0.6226,0.6964,0.7229,0.7269,0.7094,0.7707,0.352,0.3101
1189.6344,90.2174,167.5103,112.2833,219.3941,12.4296,0.9733,2.2945,0.8289,0.9659,1.0269,1.0409,1.0144,1.121,0.4493,0.3056
1189.7868,87.1369,165.4973,116.1925,219.3766,12.3002,0.9742,2.3381,0.9071,1.0399,1.1099,1.1337,1.1036,1.2221,0.5596,0.2857
1189.9392,87.0257,153.7354,112.6353,219.3591,12.2455,0.9752,2.378,0.9704,1.0882,1.2094,1.2528,1.2203,1.4312,0.7082,0.275
1190.0916,87.8311,153.6757,111.7703,219.3417,12.2237,0.9761,2.4073,1.1606,1.2772,1.4745,1.557,1.5251,1.889,0.8525,0.2726
1190.244,88.4433,161.3702,110.3353,219.3243,12.1126,0.9771,2.4004,1.3052,1.3331,1.5264,1.6434,1.6292,2.0434,1.027,0.2814
1190.3964,89.6561,162.9713,112.2118,219.3069,12.1112,0.978,2.3488,1.2355,1.3093,1.4608,1.6082,1.6533,2.0658,0.788,0.2908
1190.5488,92.6483,163.9209,112.9983,219.2896,12.0416,0.979,2.2702,0.9743,1.0656,1.1642,1.284,1.3362,1.62,0.5317,0.3203
1190.7012,94.0956,163.9209,115.4656,219.2723,12.0863,0.9799,2.1917,0.7196,0.7723,0.8129,0.883,0.9098,1.0456,0.3615,0.3183
1190.8536,99.6718,179.1871,121.2012,219.255,12.1208,0.9809,2.1464,0.5608,0.5882,0.6107,0.6548,0.6656,0.7426,0.313,0.3042
1191.006,100.4776,188.0353,128.3189,219.2378,12.2599,0.9818,2.1358,0.5289,0.5785,0.5941,0.6299,0.6338,0.7189,0.2772,0.2951
1191.1584,102.886,187.7984,130.6888,219.2206,12.3967,0.9828,2.1267,0.4838,0.5533,0.571,0.6015,0.6015,0.6965,0.2626,0.3119
1191.3108,102.886,195.3177,127.3899,219.2034,12.5275,0.9837,2.1152,0.4451,0.5573,0.587,0.6144,0.6115,0.7476,0.2694,0.3442
1191.4632,103.3181,211.6839,122.2119,219.1862,12.6514,0.9847,2.1006,0.4304,0.5523,0.5994,0.6213,0.6171,0.7702,0.2788,0.3399
1191.6156,104.3462,214.1446,121.7371,219.1691,12.9392,0.9857,2.1051,0.4005,0.5102,0.5659,0.5845,0.5787,0.7278,0.2721,0.3593
1191.768,105.1654,223.047,122.6091,219.1521,13.2155,0.9866,2.114,0.3844,0.4821,0.5528,0.5731,0.5682,0.7223,0.2402,0.3664
1191.9204,106.6194,225.5887,122.8231,219.135,13.3543,0.9876,2.1202,0.3775,0.4614,0.5261,0.5513,0.5457,0.6882,0.2277,0.3692
1192.0728,106.8211,229.382,122.4929,219.118,13.3995,0.9885,2.1156,0.3785,0.4523,0.51,0.5417,0.536,0.6693,0.2167,0.3618
1192.2252,106.8457,231.4057,124.2863,219.101,13.3807,0.9895,2.1064,0.3752,0.4495,0.4997,0.5393,0.5339,0.6654,0.2185,0.3527
1192.3776,106.5139,232.0348,125.9255,219.0841,13.1228,0.9904,2.1003,0.3855,0.4589,0.5065,0.5542,0.5522,0.6868,0.2193,0.3584
1192.53,105.5877,231.3385,128.6368,219.0672,12.9243,0.9914,2.1147,0.3958,0.4643,0.5175,0.5708,0.5756,0.7167,0.2427,0.3305
1192.6824,105.5984,229.5758,128.0695,219.0503,12.6958,0.9923,2.1469,0.4001,0.4623,0.5235,0.5785,0.5884,0.7378,0.272,0.3025
1192.8348,103.5315,216.553,127.9064,219.0335,12.847,0.9933,2.1893,0.4132,0.4663,0.5374,0.5965,0.6146,0.7779,0.3369,0.2748
1192.9872,98.357,216.7563,119.6163,219.0166,12.5336,0.9942,2.2271,0.4722,0.5459,0.6412,0.7203,0.7562,0.9793,0.3726,0.2872
1193.1396,98.357,209.991,118.5533,218.9999,12.1778,0.9952,2.2489,0.5122,0.581,0.6773,0.7624,0.8099,1.0448,0.4255,0.3112
1193.292,98.4399,204.0071,120.7802,218.9831,12.1735,0.9961,2.2437,0.5663,0.6368,0.7449,0.8438,0.9071,1.1808,0.4362,0.3175
1193.4444,99.1705,204.0901,124.9573,218.9664,12.1747,0.9971,2.207,0.5862,0.6753,0.7938,0.9107,0.998,1.3071,0.3797,0.3203
1193.5968,99.6721,204.6047,123.1364,218.9497,12.2462,0.9981,2.1704,0.4729,0.5296,0.6061,0.687,0.7569,0.958,0.3086,0.3275
1193.7492,100.4607,208.2715,122.5502,218.9331,12.6159,0.999,2.135,0.4201,0.4644,0.5203,0.5847,0.6461,0.7973,0.2656,0.3595
1193.9016,101.961,214.2832,125.1108,218.9164,13.0562,1,2.1153,0.4169,0.4566,0.5004,0.5563,0.6138,0.738,0.2701,0.3739
1194.054,105.4157,218.3023,123.8209,218.8999,13.0827,1.0009,2.1004,0.4288,0.4764,0.5166,0.5696,0.6293,0.7464,0.2488,0.3709
1194.2064,115.8554,223.9066,122.6551,218.8833,13.1705,1.0019,2.0991,0.4214,0.4728,0.5024,0.5458,0.6014,0.7022,0.2453,0.3683
1194.3588,108.1232,228.6948,121.6953,218.8668,13.226,1.0028,2.1049,0.4001,0.4663,0.4955,0.5299,0.5801,0.684,0.2281,0.3748
1194.5112,106.1399,231.5854,119.8943,218.8503,13.1911,1.0038,2.112,0.405,0.4774,0.5174,0.5496,0.5972,0.7142,0.2321,0.3677
1194.6636,104.9557,231.4727,120.1577,218.8338,13.0898,1.0047,2.1131,0.4006,0.474,0.5211,0.5548,0.5966,0.7221,0.236,0.3724
1194.816,102.1711,231.3262,121.7239,218.8174,13.0165,1.0057,2.1204,0.3869,0.4595,0.5124,0.5505,0.5863,0.7201,0.2416,0.3905
1194.9684,101.0609,213.5551,123.1317,218.801,12.7921,1.0067,2.1214,0.3778,0.4473,0.506,0.5512,0.5801,0.7238,0.2559,0.4234
1195.1208,100.6186,211.8895,119.5654,218.7846,12.5657,1.0076,2.1408,0.4019,0.4709,0.544,0.6009,0.6245,0.7931,0.2677,0.4118
1195.2732,99.4056,187.2338,115.2681,218.7683,12.2448,1.0086,2.1677,0.429,0.5094,0.6029,0.6741,0.6957,0.9025,0.2569,0.365
1195.4256,97.2268,204.6047,109.5229,218.752,12.1918,1.0095,2.2067,0.4117,0.4966,0.5871,0.6588,0.675,0.8784,0.2727,0.3455
1195.578,97.5414,199.4942,109.7629,218.7357,12.1438,1.0105,2.2162,0.4438,0.5445,0.6458,0.7278,0.7442,0.976,0.3079,0.3479
1195.7304,98.009,190.0158,112.4076,218.7195,12.1338,1.0114,2.1829,0.4907,0.5913,0.693,0.7776,0.7947,1.0285,0.359,0.351
1195.8828,100.0636,198.006,119.1944,218.7032,12.1008,1.0124,2.1488,0.4703,0.5535,0.6423,0.7084,0.7231,0.9163,0.3193,0.3442
1196.0352,101.3458,198.4044,121.8555,218.6871,12.094,1.0134,2.1411,0.4292,0.5033,0.5795,0.6311,0.6417,0.8055,0.2695,0.3251
1196.1876,103.8672,196.8219,124.3276,218.6709,12.6004,1.0143,2.1415,0.3889,0.4575,0.5041,0.5405,0.5455,0.6696,0.2492,0.3254
1196.34,105.5583,216.6227,130.1588,218.6548,13.1054,1.0153,2.1473,0.4304,0.5063,0.5535,0.5883,0.5935,0.7236,0.2457,0.3219
1196.4924,107.2149,224.2265,133.9991,218.6387,13.1168,1.0162,2.1312,0.4952,0.5734,0.6208,0.6525,0.6559,0.782,0.2451,0.3369
1196.6448,107.6119,230.4417,138.283,218.6226,13.0734,1.0172,2.1417,0.5465,0.6106,0.6499,0.6746,0.6769,0.7709,0.255,0.3491
1196.7972,107.1578,239.304,142.904,218.6066,13.0071,1.0181,2.1463,0.5472,0.5962,0.6409,0.6566,0.6591,0.7518,0.2758,0.3756
1196.9496,107.0638,245.3615,149.8181,218.5906,12.7399,1.0191,2.178,0.5133,0.5558,0.5972,0.61,0.612,0.698,0.3493,0.3868
1197.102,107.8362,251.3377,154.136,218.5746,12.6198,1.02,2.2387,0.702,0.7851,0.8747,0.9049,0.9113,1.0841,0.4293,0.3734
1197.2544,109.189,254.6853,160.6381,218.5587,12.4941,1.021,2.2931,0.8776,0.9977,1.1127,1.1689,1.1736,1.4101,0.5799,0.3348
1197.4068,110.0849,265.5004,159.0405,218.5428,12.327,1.022,2.3265,0.9568,1.1084,1.2244,1.3041,1.3075,1.5579,0.6317,0.3104
1197.5592,110.1359,265.5004,165.4249,218.5269,12.2599,1.0229,2.3136,1.0326,1.1026,1.1923,1.2624,1.2539,1.3797,0.6232,0.3047
1197.7116,110.076,263.3703,178.9664,218.511,14.4059,1.0239,2.3098,1.248,1.2273,1.2821,1.353,1.3404,1.3538,0.6166,0.2998
1197.864,109.7433,260.0681,192.3502,218.4952,15.7835,1.0248,2.3201,1.3807,1.4104,1.4636,1.5279,1.5104,1.5401,0.6434,0.316
